,braveid,bravename,bravesex,braveage,braveattack,monsterid,monstername,monsterdef,damage
507,411,UtsumiNaoyoshi,男,15,149,315,ぬすっとウサギ,47.448942593143684,24.471047304568387
508,961,NegishiEizaburou,男,33,298,374,大神官ハーゴン,84.55046055776717,11.210603871956426
509,629,UchimuraKoharu,女,19,658,57,ツンドラキー,9.461525381252745,435.1214942498423
510,140,KanMieko,女,31,662,219,メイジキメラ,10.688084638876594,205.68844950483987
511,451,SugiuraKouichi,男,59,219,268,キラートーチ,88.91139364958589,4.8740924158071275
512,538,HayashiShuuji,男,58,278,372,バズズ,96.23285123925662,5.218482931313442
513,180,TodaAiko,女,46,372,134,しりょうのきし,90.23342549811998,8.977682210115677
514,189,KodamaHironobu,男,33,536,40,モコモコじゅう,32.492325015699066,52.17000370580354
515,491,ShimokawaRio,女,26,468,249,スカラベキング,51.54599694820027,39.61792042010841
516,908,MaeharaShouji,男,21,571,272,デンタザウルス,15.811326624582534,186.23394978435638
517,402,KamijouTomo,女,21,442,360,サイレス,74.73391586783625,32.15047644617965
518,253,MuroiKeiichi,男,58,773,137,アームライオン,53.87609943483231,27.16432874853896
519,922,OdakaAtsuhiko,男,49,300,52,ポイズンリザード,74.75892893533653,9.752570855412737
520,633,MimuraAyana,女,36,885,48,スライムつむり,54.987493129877016,49.069504970681166
521,152,ItabashiKanon,女,11,752,297,ちょうろうじゅ,90.29566272815309,85.78125154166679
522,337,AidaHaruhiko,男,56,885,171,ゴーレム,3.773423483230487,439.54453602212425
523,447,HirokawaYoshikatsu,男,43,806,103,メタルハンター,72.7621369035517,30.88520443244091
524,241,YoshinagaDaito,男,26,916,3,スライムベス,94.04065485183388,40.261502657755614
525,261,KanenoMiki,女,18,22,173,もみじこぞう,19.29140562823779,6.980102625689105
526,559,MatsuiYuuta,男,42,838,197,おみくじミミック,77.3767263700856,28.013538966834876
527,480,UchimuraTomoko,女,26,679,289,シャドーサタン,5.1530858693360715,529.3004865122981
528,760,ShirakawaAkiko,女,24,419,6,しましまキャット,25.004689439632177,81.483088142147
529,547,HinoIsao,男,37,2,166,キラーリカント,3.194156252605951,1.8957431780856269
530,979,NegishiKaito,男,16,251,111,フレイム,45.6582812090336,40.732739204293985
531,204,TokunagaNoriko,女,59,718,117,メタルライダー,52.31662315813808,26.16162733267641
532,284,KitayamaSaya,女,47,37,236,フロストギズモ,9.32363107386861,9.467954287364025
533,5,AmemiyaMitsuo,男,54,834,351,ブラックチャック,97.71733805715151,16.10819534420767
534,137,IzawaRisa,女,53,697,185,スカイドラゴン,18.93058488821453,77.17664604269015
535,216,TerashimaTateaki,男,33,430,344,ヘルクラウダー,0.39334729334071783,3713.5200318849047
536,295,TsukadaRumi,女,55,873,54,プリズニャン,7.437137965435303,247.79047282880424
537,345,KawaharaOtome,女,15,448,51,スマイルロック,33.10539004702668,95.03282099752003
538,713,BabaHiroyuki,男,56,327,334,パイレーツプリズナー,78.58338505168804,8.225395925316876
539,637,TanimotoAtsuhiro,男,12,301,48,スライムつむり,54.987493129877016,51.29290106945114
540,931,SonodaRuki,男,20,21,236,フロストギズモ,9.32363107386861,11.84393051303815
541,414,NamikiTatsuo,男,15,117,9,リリパット,42.313179780850504,20.526767824347527
542,593,MatsukawaJuurou,男,36,488,53,ひとくいサーベル,78.51376374887391,18.217253614574098
543,470,TakeharaMio,女,52,743,355,ブランマトック,63.58761559510205,23.566671030947393
544,126,MatsunagaAyane,女,43,876,11,びっくりサタン,44.155946461972185,46.68523972332941
545,163,HashizumeMirei,女,30,355,139,アローインプ,26.45796041781101,53.307821934681556
546,58,MatsudaAkari,女,54,878,368,スターキメラ,38.06694076898833,48.5131448514404
547,329,AnzaiToyoko,女,26,859,75,ガチャコッコ,10.134100873182117,373.62211432478136
548,230,KidaKeiko,女,54,540,92,はぐれメタル,71.21661083197408,15.78106763375792
549,47,KogaSae,女,17,978,377,エデンの戦士たち１,17.560947997378594,337.2293775543517
550,252,NagaseToshiharu,男,58,1,219,メイジキメラ,10.688084638876594,0.17704105504489118
551,948,SekiyaChuuzou,男,43,839,212,うみぼうず,81.87575919631068,24.939825906206526
552,323,KurosawaMasao,男,27,238,39,ホイミスライム,83.53834404808323,12.464110229772812
553,580,MaruyamaMiharu,女,23,897,36,しのどれい,55.22244149635039,79.01988410742122
554,274,IchimuraHiroki,男,38,283,92,はぐれメタル,71.21661083197408,12.406102122127654
555,150,YoshiiTakatoshi,男,18,738,191,ヘルバトラー,93.97437173910374,47.9128754955161
556,331,IdeReiji,男,54,895,142,きめんどうし,48.25712838931252,39.13940169417297
557,59,SakumaMisa,女,31,30,153,まおうのつかい,55.17997062458736,1.8559826580085417
558,732,KitamuraKaede,女,38,923,310,つららスライム,1.272448001053783,2004.888899265803
559,667,ShinodaAkito,男,24,160,87,ひとくいばこ,22.811596711110827,35.017339297818474
560,915,HongouTakako,女,45,190,263,ドラゴンガイア,8.182205703673151,52.71773892569852
561,926,IkemotoSetsuo,男,38,408,305,カメレオンマン,98.33552936950011,10.992311059583997
562,719,KakiuchiMao,女,53,349,224,ゲリュオン,25.726084412804752,30.289991962533772
563,182,YoshikawaFumio,男,53,245,83,どくどくゾンビ,17.90162009373154,30.392502787503442
564,366,YoshizakiReiji,男,40,692,276,じごくのつかい,83.71339509045977,24.783063557184917
565,301,MasakiKikuo,男,17,591,45,ドロヌーバ,36.35015178177826,109.78636458040461
566,987,YanagiAzumi,女,13,210,180,コドラ,72.83090595456996,25.441924925668257
567,810,SakashitaMizuki,女,30,956,10,バブルスライム,66.74204070064809,54.06264322514423
568,806,SatouDaiki,男,36,518,255,スイカ岩,31.6303558567804,49.72400805550583
569,449,KuribayashiYuri,女,44,220,216,ベホイムスライム,61.18277351794214,8.618621405998526
570,12,TominagaReito,男,15,557,137,アームライオン,53.87609943483231,71.52918591728428
571,903,AdachiKano,女,41,342,35,ねこまどう,97.69891511470016,8.776985579483702
572,702,TakedaKarin,女,37,371,330,タコメット,68.41808272903148,14.679363974996905
573,846,OosawaToshiyuki,男,24,47,51,スマイルロック,33.10539004702668,6.824037152010313
574,435,HottaToshiaki,男,50,664,121,ミニデーモン,26.80277362667357,53.8152075825475
575,15,TakimotoMasako,女,46,561,140,メトロゴースト,47.80389531512876,30.182577409900453
576,1,ImamuraYoshimi,女,39,950,308,賀正大王スライム,8.8423827799057,278.00451515228684
577,890,IwashitaMia,女,17,221,31,どろにんぎょう,70.13705039475525,20.55506275780466
578,895,MatsuuraAtsushi,男,24,866,206,セルゲイナス,75.47397875357818,54.422992318457545
579,350,EndouKyouko,女,21,983,108,マミー,9.003670430155575,565.0653280372553
580,161,OdaMiyuki,女,26,87,150,ブラッドハンド,24.730263135557152,15.76390431223852
581,953,TakatsuKanon,女,40,353,329,だいおうイカ,7.411866856993477,120.1081224367266
582,851,TakatsuYuuna,女,46,198,104,マジカルハット,47.633229416913395,9.581845238885457
583,547,HinoIsao,男,37,2,4,ゴースト,74.68329221107571,0.07549215063081609
584,497,UmedaKoto,男,15,376,305,カメレオンマン,98.33552936950011,27.340099758324534
585,694,KojimaShouji,男,29,190,217,りゅうき兵,50.69121706779111,12.952964610397572
586,342,TamaiItsuko,女,34,345,10,バブルスライム,66.74204070064809,15.90520524394132
587,147,AshidaNorio,男,20,819,228,カンダタ,50.35383322102306,83.31450773636055
588,994,DoiChiaki,女,42,574,220,ボーンプリズナー,79.47402191519394,18.552035945721315
589,138,IwakiAkira,男,44,520,368,スターキメラ,38.06694076898833,36.64049433370903
590,440,SaitouKiyoko,女,44,912,365,ライオンズレオ,38.17686369070131,55.094760866265666
591,203,AkaiHaru,女,18,723,125,ピンクボンボン,31.753240550291896,148.36215179896175
592,107,MorimotoMichio,男,44,258,215,ベンガルクーン,32.44980276838254,18.71606552272589
593,59,SakumaMisa,女,31,30,230,やまたのおろち,8.092482637976273,13.903559678774794
594,587,AnzaiShiho,女,33,53,368,スターキメラ,38.06694076898833,4.648076586014671
595,50,IkutaYuuko,女,59,403,224,ゲリュオン,25.726084412804752,28.054630131026023
596,843,TajimaMizuho,女,43,237,316,ホタテワラビー,28.777453736989766,20.23674254233021
597,415,KitayamaTakafumi,男,46,232,284,暴嵐天バリゲーン,86.72592610836234,6.181634998999352
598,193,NishimuraYoshiyuki,男,47,949,286,ハロウィンドラキー,5.605802130827387,382.56798185472076
599,115,TadokoroOsamu,男,37,370,217,りゅうき兵,50.69121706779111,20.5609171775945
600,332,OotaAyana,女,38,618,140,メトロゴースト,47.80389531512876,38.753277038319126
601,192,NagasawaShigeo,男,52,980,132,あくま神官,90.09514654679606,23.949786182302784
602,478,KamiokaShouko,女,47,593,68,ヘルビースト,12.916844071762679,102.4043103664581
603,225,SawaiHana,女,56,581,131,ばくだん岩,12.89377070017096,83.91778291454342
604,371,DoiTakaharu,男,17,292,317,グレゴリダンス,4.702826255093617,368.4738005366422
605,910,KusakaJuri,女,20,496,180,コドラ,72.83090595456996,34.55057835069746
606,422,IdaNobuyuki,男,29,948,310,つららスライム,1.272448001053783,2571.7413774315723
607,397,NakataniKaya,女,25,904,174,ダッシュラン,43.749965215570604,95.9601250638095
608,716,IinoNorihisa,男,14,172,177,リザードフライ,85.49703450761974,16.91123609138045
609,511,AkiyamaSeiya,男,22,799,303,クロコダイン,13.297728123364738,317.6548531376351
610,681,SakagamiHaruka,女,48,706,279,ゴールドマン,95.37759770335244,16.872627423147673
611,240,TamnoKako,女,17,383,193,アイスゴーレム,83.5410330499766,28.355460415425647
612,410,ShigematsuMomoka,女,57,950,62,のろいの岩,19.026063918807413,93.45836607075096
613,632,SuzukiKeina,女,15,937,335,ヘルギフト,25.205098810024296,268.949973888609
614,989,SugaNatsumi,女,56,731,73,タホドラキー,86.28911582519747,18.1483420716408
615,184,TakeiAmna,女,51,250,249,スカラベキング,51.54599694820027,11.027260997612716
616,311,DoiAkihito,男,22,106,170,ドラゴン,78.77369437313794,6.478433702125723
617,627,KishimotoMisaki,女,35,350,64,スカルガルー,38.73616331444122,30.308524782816907
618,673,MiyasakaMasaji,男,37,981,23,おばけキャンドル,23.39501927846982,123.14839406342013
619,39,NagashimaShouta,男,49,868,348,メガゴールドマン,34.64156319559593,59.65831982627607
620,818,KoizumiNoa,女,52,754,186,ナウマンボーグ,50.14796790430549,32.049805322437564
621,245,FuruichiYuzuha,女,22,453,283,ボストロール,18.583203034108376,121.54653977668515
622,660,KawanishiSakura,女,25,420,186,ナウマンボーグ,50.14796790430549,37.84319980348625
623,630,HirataTamaki,女,42,782,66,ドラキーマ,83.61099881540909,26.375484025220135
624,834,OkayamaHirohito,男,24,75,340,金のおたからミミック,44.39792894639438,8.043567335422296
625,430,HayashiMomiji,女,36,446,283,ボストロール,18.583203034108376,72.28238888266081
626,264,OkanoChiharu,女,56,315,188,キングレオ,99.93204122564387,5.640480792328141
627,391,KawakamiTouma,女,33,595,350,おにこぞう,30.363739237744547,70.65350866935923
628,154,FushimiSachiko,女,51,376,374,大神官ハーゴン,84.55046055776717,8.766056320989858
629,370,KajitaShunji,男,37,451,143,かっちゅうアリ,37.41873930736478,34.931759860834724
630,488,TamnoUkyou,男,23,313,48,スライムつむり,54.987493129877016,26.31165959906764
631,741,MoroboshiRitsuko,女,40,664,80,キャットバット,23.439609422835517,71.65204876274446
632,578,AzumaKatsuo,男,43,96,79,ともしびこぞう,79.38191484702388,3.1360712933160713
633,289,OomiyaMasataka,男,43,369,191,ヘルバトラー,93.97437173910374,10.280407694422497
634,147,AshidaNorio,男,20,819,247,ダークキング,25.595354767985135,184.3503605445531
635,55,YoshiwaraKamna,女,19,583,13,メラリザード,62.19927739633315,56.2750104504613
636,564,TejimaKazuo,男,32,326,202,プリーストナイト,42.4099287993117,26.732723901297668
637,54,MuraseNaomi,女,59,174,30,キャットフライ,39.25328991057516,8.147150627155357
638,182,YoshikawaFumio,男,53,245,137,アームライオン,53.87609943483231,9.046389583760051
639,846,OosawaToshiyuki,男,24,47,37,みならいあくま,40.809803996534114,5.604816919712086
640,207,AzumaHideka,女,50,174,321,亡者のひとだま,18.347489980942544,20.63511085729359
641,458,KurokiToyoaki,男,32,768,326,モヒカント,56.62752555819177,49.236844526261436
642,557,IkutaKenyuu,男,15,344,123,ハートナイト,5.809412395448065,434.5738056381778
643,683,NittaAiri,女,34,57,13,メラリザード,62.19927739633315,2.8537075971451706
644,684,TsukaharaYuuna,女,23,21,128,とげこんぼう,13.93687695301441,7.084669994146778
645,171,TabuchiKoume,女,52,343,82,よろいのきし,53.5657790652988,13.947886991043305
646,459,HashizumeKahona,女,14,315,17,さそりばち,26.95575647789972,92.759902938227
647,13,IshiwatariHikari,女,25,975,201,つかいま,92.09539808216512,47.75986264229864
648,573,MatsuzawaRino,女,12,434,167,だいまどう,8.335544330652267,494.8822774817935
649,166,MiyanoKyouko,女,58,253,36,しのどれい,55.22244149635039,9.438080585336513
650,960,YokomizoRui,男,17,999,104,マジカルハット,47.633229416913395,144.99786225332474
651,327,KatagiriYui,女,39,118,198,ふくぶくろ,88.46347669949377,3.6157407727884867
652,349,FukuokaSaichi,男,48,565,93,ひくいどり,33.02737210414144,38.80781616109669
653,382,AnzaiKaede,女,50,985,186,ナウマンボーグ,50.14796790430549,44.40946629190941
654,955,TomizawaMasashi,男,51,114,78,スライムナイト,69.57964546933768,3.799477311502752
655,18,YanagiHanako,女,26,55,99,ハンターフライ,77.14414784554772,2.762942618782234
656,94,MatsunoTomoyo,女,53,926,227,さくらこぞう,14.588254115474786,119.86647623604901
657,922,OdakaAtsuhiko,男,49,300,43,くさった死体,12.090993771838454,56.850466018039086
658,706,TabataYuiko,女,10,495,190,デスピサロ,31.289622856015654,183.27638932547734
659,933,IsozakiKenichi,男,12,969,311,ひょうがまじん,59.11983073481498,153.3630926018462
660,992,KasuyaTakao,男,45,676,143,かっちゅうアリ,37.41873930736478,46.124169006116205
661,478,KamiokaShouko,女,47,593,301,アバン（ドラゴラム）,62.000481401688134,21.018606314810306
662,57,NakanoMamoru,男,12,1,149,サブナック,9.731343958772431,0.867658663244325
663,463,ItagakiTarou,男,49,109,245,しにがみきぞく,44.394954145243524,5.908507237289606
664,376,ShibataAine,女,36,838,177,リザードフライ,85.49703450761974,30.168751278736146
665,318,HibinoYuuta,男,30,145,13,メラリザード,62.19927739633315,9.117514709306802
666,65,HamamotoShigemitsu,男,49,312,124,ゴールデンコーン,38.90211200202424,17.299307986545685
667,998,YoshimuraKarin,女,34,706,88,ミイラ男,74.76515728036335,29.255314615727425
668,40,OdakaKikuo,男,38,940,50,キラービー,32.09998237117793,84.66638319086023
669,796,OguraTakenobu,男,32,540,100,デッドペッカー,14.29056307706742,119.37637739294311
670,375,MatsumotoSayaka,女,50,995,247,ダークキング,25.595354767985135,88.54616432751067
671,314,MaeharaSatoko,女,42,584,193,アイスゴーレム,83.5410330499766,19.262919846592023
672,560,IdeMasaharu,男,17,731,88,ミイラ男,74.76515728036335,65.42897101214778
673,110,KuriyamaKaho,女,27,534,29,キメラ,28.13925388232108,76.47438419858372
674,16,HosakaToshihiro,男,59,610,1,スライム,58.60486695351551,21.12049933850383
675,363,NishidaMomoka,女,15,271,216,ベホイムスライム,61.18277351794214,35.4304658861781
676,675,YabeKouji,男,56,997,10,バブルスライム,66.74204070064809,31.29979536970739
677,220,HosonoHiroyuki,男,48,475,79,ともしびこぞう,79.38191484702388,13.746520734387502
678,320,NittaMao,女,53,918,290,ハロウィンマミー,66.76227218944206,28.966915826145485
679,358,SudouShoujirou,男,26,392,110,たてまじん,13.505781761429569,116.3539518669776
680,428,SegawaEmi,女,20,433,30,キャットフライ,39.25328991057516,61.72755598224558
681,984,SendaHibiki,女,28,67,228,カンダタ,50.35383322102306,5.119221848792721
682,801,OogawaraTokujirou,男,53,24,128,とげこんぼう,13.93687695301441,3.3104995720566426
683,620,UmemuraHana,女,46,937,152,エビルホーク,8.393350947353607,243.79902892082234
684,888,KawashimaAkihiko,男,12,839,282,ブラックドラゴン,81.96078176351904,93.76830880310699
685,330,HorikawaYoshihisa,男,26,430,238,ミミック,21.22510917568523,87.12313496306874
686,116,FushimiKaito,男,36,944,325,ボーンファイター,8.739979281647969,332.0336251471498
687,122,KazamaNoriyuki,男,41,596,105,キラーマシン,31.93906897017036,45.70218246156476
688,199,FujisawaYumi,女,44,575,282,ブラックドラゴン,81.96078176351904,16.319850608819394
689,798,NakanoSadao,男,54,888,112,デビルアーマー,96.80199711247907,16.989856187662564
690,961,NegishiEizaburou,男,33,298,36,しのどれい,55.22244149635039,19.554596258175632
691,795,KurosawaShino,女,41,112,98,ジャガーメイジ,3.705724719392023,83.41199873311646
692,385,YamagataMomoka,女,52,972,63,どくイモムシ,89.84882999760796,24.04886066607216
693,238,KawaharaKatsutoshi,男,40,812,52,ポイズンリザード,74.75892893533653,30.504407302883703
694,219,AsaiMasashi,男,24,656,163,リカントマムル,9.032342209534406,351.14134954063974
695,963,OosawaTokiko,女,47,633,369,竜王,42.67037571131919,32.21846404543673
696,89,KurahashiHirofumi,男,49,484,168,ダースドラゴン,93.59314206345836,11.656747083050409
697,463,ItagakiTarou,男,49,109,239,ブリザード,89.54893343384825,2.5879049492698685
698,394,AsakawaIori,女,28,68,257,フレイムドック,46.055931384134695,5.79940899845441
699,218,HirokawaHironobu,男,43,163,132,あくま神官,90.09514654679606,4.803893972797563
700,826,MiuraKouji,男,36,380,338,デスマシーン,36.237572153171016,31.161331856712454
701,915,HongouTakako,女,45,190,63,どくイモムシ,89.84882999760796,5.1776924057197995
702,490,KishidaShigeyoshi,男,37,186,369,竜王,42.67037571131919,13.119509914350195
703,101,ChibaRuna,女,33,652,79,ともしびこぞう,79.38191484702388,27.092718548975142
704,556,IshizukaMakoto,女,18,601,107,かえんムカデ,12.563685890713405,312.43879257720556
705,852,HamaguchiMitsue,女,30,479,254,まなつのせんし,82.79064167144092,20.00548839368342
706,573,MatsuzawaRino,女,12,434,158,てつのさそり,30.347170362084796,122.88751188936503
707,490,KishidaShigeyoshi,男,37,186,121,ミニデーモン,26.80277362667357,18.972305506516605
708,58,MatsudaAkari,女,54,878,243,メーダロード,49.837270903603205,34.70394038873696
709,493,HirokawaSadao,男,52,968,371,アトラス,36.28594528565833,55.482874887084655
710,941,OchiaiYuuka,女,55,50,305,カメレオンマン,98.33552936950011,0.9426621614748778
711,820,MoriyamaYumiko,女,53,52,300,バロン版キラーマシン,47.237913485728264,2.3005060794400447
712,672,TsumuraSaaya,女,29,234,51,スマイルロック,33.10539004702668,26.10999251132492
713,239,SugimuraKahona,女,26,503,250,セキバーン,11.72963654596697,191.92123492170242
714,768,HatakeyamaYasuko,女,25,489,261,りゅうせんし,97.43887964109936,22.868298082443815
715,582,YoshizawaYura,女,39,51,115,ひとつめピエロ,57.12445817259867,2.380524451646899
716,952,OkiKenji,男,38,199,93,ひくいどり,33.02737210414144,16.906134141042884
717,577,NambuKotono,女,36,274,57,ツンドラキー,9.461525381252745,89.22444488522213
718,192,NagasawaShigeo,男,52,980,341,虹のおたからミミック,18.602246692985624,104.14303073298414
719,927,HirataYoshihisa,男,53,911,305,カメレオンマン,98.33552936950011,18.763759802044575
720,199,FujisawaYumi,女,44,575,332,マリンバブル,94.9253083632405,15.641740867941479
721,902,MatsuzawaMao,女,38,407,173,もみじこぞう,19.29140562823779,66.15907049272134
722,982,MitaniAkiho,男,26,114,195,ブリザードマン,22.944632343633042,22.05847489231015
723,245,FuruichiYuzuha,女,22,453,13,メラリザード,62.19927739633315,35.23629411304234
724,926,IkemotoSetsuo,男,38,408,256,トロピカルドラゴ,98.09855966622831,12.013423170099289
725,32,MotohashiShuuto,男,24,94,272,デンタザウルス,15.811326624582534,26.980066225223172
726,790,OguchiTamaki,女,21,55,147,ドラゴスライム,25.186996869199763,12.295330784064157
727,259,KawabataYuki,女,17,734,172,りゅうおう,45.91801961005384,108.54457891270827
728,373,KumakuraKatsuko,女,18,967,226,きりさきピエロ,60.42571931179149,101.1585797839869
729,379,NishiwakiSara,女,55,455,223,シルバーデビル,72.382621361118,12.128454547552115
730,573,MatsuzawaRino,女,12,434,16,プチアーノン,55.15595421818619,74.51051055714177
731,412,NaruseTowa,女,20,35,84,トンブレロ,97.96726035462086,1.8712111754961263
732,436,HosoyaAkane,女,12,554,285,キマイラロード,52.324974393644084,102.9244530739183
733,304,IwabuchiMei,女,47,475,260,ドラゴンキッズ,30.170816351245676,34.764841312085785
734,244,KitajimaManami,女,33,641,62,のろいの岩,19.026063918807413,111.26110540038039
735,725,KawanishiYumi,女,44,874,18,メラゴースト,87.18477888022025,24.867803896243164
736,746,MakiMikumo,女,24,633,234,ブラッドソード,99.33394146943809,27.99864089776804
737,331,IdeReiji,男,54,895,132,あくま神官,90.09514654679606,18.669209923697974
738,558,SatakeMasahiro,男,26,637,280,記念大王スライム,85.71771468847402,28.89896837908648
739,755,HorikoshiMisumi,男,13,127,328,ガルーダ,83.23126733204855,13.13667927653785
740,479,NamikiKinsaku,男,57,492,5,モーモン,50.48885167664615,19.244245632566678
741,939,KawamotoKaoruko,女,12,263,108,マミー,9.003670430155575,278.59938011036604
742,44,TawaraItsuki,女,16,931,270,ホロゴースト,62.2345545225676,97.91504141295329
743,114,NasuYoshiaki,男,55,438,348,メガゴールドマン,34.64156319559593,27.334791832695824
744,193,NishimuraYoshiyuki,男,47,949,378,エデンの戦士たち２,98.25717383035712,22.61742123442257
745,630,HirataTamaki,女,42,782,104,マジカルハット,47.633229416913395,42.34518484447277
746,801,OogawaraTokujirou,男,53,24,30,キャットフライ,39.25328991057516,1.2093805318749107
747,498,SakuraiMikiko,女,32,506,200,メタルホイミン,5.665521422264264,321.8374435739073
748,740,FurukawaKihachirou,男,23,206,296,モテモテ,45.395875616701,22.079870658147748
749,673,MiyasakaMasaji,男,37,981,26,ぶちスライム,10.877655548237053,262.1307330280097
750,584,HiraiRiko,女,27,678,296,モテモテ,45.395875616701,65.31721072024543
751,354,HirutaKinji,男,48,141,307,メタルかがみもち,95.53583425248019,3.581432000914325
752,852,HamaguchiMitsue,女,30,479,177,リザードフライ,85.49703450761974,20.372022369494722
753,952,OkiKenji,男,38,199,287,パンプキャビネット,89.77581527628463,6.214695999345487
754,225,SawaiHana,女,56,581,113,マドハンド,92.75049755755667,12.101327295604488
755,700,AsakuraKeizou,男,51,657,100,デッドペッカー,14.29056307706742,102.16061697864954
756,878,FujitaAkito,男,24,344,134,しりょうのきし,90.23342549811998,18.48554622492503
757,166,MiyanoKyouko,女,58,253,158,てつのさそり,30.347170362084796,16.072647794405
758,450,UchinoMiharu,女,33,340,283,ボストロール,18.583203034108376,56.326282020208886
759,916,KawadaRin,女,23,207,257,フレイムドック,46.055931384134695,22.32470727818602
760,340,TominagaSara,女,21,253,2,ドラキー,50.07473003378037,27.141925483960314
761,194,TakamuraAsuka,女,36,678,136,ベホイミスライム,59.31557715998726,33.03898755484001
762,336,TeraokaYouichi,男,43,443,321,亡者のひとだま,18.347489980942544,57.50979680084532
763,675,YabeKouji,男,56,997,332,マリンバブル,94.9253083632405,20.20882840999446
764,828,InabaSeizaburou,男,46,984,45,ドロヌーバ,36.35015178177826,60.31562450609275
765,139,TakamatsuSaki,女,49,31,146,ヒイラギどうじ,11.91613426675815,5.600304524555381
766,81,KokubuHiroshi,男,22,645,181,はしりとかげ,79.14847157418299,42.35312185246042
767,285,YoshimotoIkuyo,女,43,514,239,ブリザード,89.54893343384825,14.1268146802073
768,527,DoiKouga,男,15,798,207,キングミニデーモン,85.29219431571298,73.84981518533091
769,332,OotaAyana,女,38,618,265,ヘルゴースト,24.598305673157583,70.92061676273936
770,778,SeoTomoka,女,44,544,326,モヒカント,56.62752555819177,22.259618829258386
771,728,HataMidori,女,37,787,98,ジャガーメイジ,3.705724719392023,637.6020722175867
772,857,SomeyaMasami,女,43,607,51,スマイルロック,33.10539004702668,47.09320774712099
773,47,KogaSae,女,17,978,310,つららスライム,1.272448001053783,4556.512239850293
774,544,MikiMayuko,女,41,733,216,ベホイムスライム,61.18277351794214,31.71645087888376
775,902,MatsuzawaMao,女,38,407,375,ハロウィンルイーダ,49.0229645774379,23.791513889191613
776,921,HisanoToyoki,男,56,70,204,くものきょじん,55.48209995532266,2.6773266512897744
777,865,HosonoYuuki,女,45,776,243,メーダロード,49.837270903603205,36.99376007485167
778,623,KurodaMitsunobu,男,50,424,121,ミニデーモン,26.80277362667357,32.03426628779543
779,913,OohashiHiroyuki,男,52,998,357,シュプリンガー,9.116566424221585,226.68762875288462
780,752,KidoHirokazu,男,47,936,182,バトルレックス,72.42100575702285,27.73697094820801
781,558,SatakeMasahiro,男,26,637,376,アバン,40.73124461631829,69.58876842250471
782,207,AzumaHideka,女,50,174,4,ゴースト,74.68329221107571,5.2409803180403935
783,558,SatakeMasahiro,男,26,637,353,マポレーナ,0.18079902280945248,15517.890115433736
784,599,NogamiAyaka,女,52,16,75,ガチャコッコ,10.134100873182117,3.3530140111889715
785,416,IkutaYume,女,53,798,123,ハートナイト,5.809412395448065,278.3374537343794
786,670,YadaHitomi,女,30,239,204,くものきょじん,55.48209995532266,16.75807410746353
787,636,FurutaYukikazu,男,19,866,13,メラリザード,62.19927739633315,86.13795704322273
788,690,MakiYasuhiro,男,59,779,161,まどうし,27.742044244358766,49.985346252299664
789,580,MaruyamaMiharu,女,23,897,285,キマイラロード,52.324974393644084,81.6984646707105
790,69,TakeharaKenji,男,59,617,119,ヒートギズモ,92.13246415820852,11.626624508122935
791,515,TomiyamaTsuneo,男,33,14,338,デスマシーン,36.237572153171016,1.2327513180553276
792,199,FujisawaYumi,女,44,575,89,ぐんたいガニ,24.817720533946165,59.64919894663184
793,114,NasuYoshiaki,男,55,438,260,ドラゴンキッズ,30.170816351245676,30.20088361300745
794,951,KawanoAono,女,30,862,99,ハンターフライ,77.14414784554772,40.203396056994606
795,413,ManabeEitarou,男,11,196,15,いっかくうさぎ,73.38213327122693,25.070033241510853
796,820,MoriyamaYumiko,女,53,52,320,ランプのまじん,58.09868628157402,1.9030207409286484
797,310,TakiTaiyou,男,13,681,252,ヘルコンドル,41.78668331030067,131.6255119190472
798,740,FurukawaKihachirou,男,23,206,109,シャドー,63.452393498507156,15.362994172300041
799,596,YanagidaHinano,女,56,159,279,ゴールドマン,95.37759770335244,2.9987302963781883
800,751,OoyamaAoma,男,16,939,286,ハロウィンドラキー,5.605802130827387,1073.7563217009056
801,509,MarutaTaeko,女,32,592,316,ホタテワラビー,28.777453736989766,76.18075871933057
802,336,TeraokaYouichi,男,43,443,21,メタルスライム,13.845959582104928,75.54933168757245
803,571,MatobaHaruka,女,19,289,311,ひょうがまじん,59.11983073481498,29.076472896014376
804,967,KanzakiKinji,男,16,749,328,ガルーダ,83.23126733204855,58.55528615930888
805,956,HamanoYuika,女,33,709,150,ブラッドハンド,24.730263135557152,96.46738848291805
806,35,IshizakiTamami,女,57,343,23,おばけキャンドル,23.39501927846982,29.58692269111932
807,499,KouyaNaoki,男,53,823,170,ドラゴン,78.77369437313794,21.103312354998522
808,462,OobayashiSaya,女,21,596,254,まなつのせんし,82.79064167144092,36.77768173792185
809,252,NagaseToshiharu,男,58,1,328,ガルーダ,83.23126733204855,0.023920922961560138
810,372,SugaiMika,女,48,901,250,セキバーン,11.72963654596697,183.42117854708667
811,984,SendaHibiki,女,28,67,89,ぐんたいガニ,24.817720533946165,9.921960749659547
812,716,IinoNorihisa,男,14,172,154,トロル,22.75060278427542,56.5219301886559
813,633,MimuraAyana,女,36,885,331,ガニラス,53.86825235298686,49.01717546798135
814,173,AbeYoshio,男,51,845,227,さくらこぞう,14.588254115474786,119.63942796407507
815,269,KurokiJunichi,男,43,686,197,おみくじミミック,77.3767263700856,22.91705075426612
816,473,UnoMoeko,女,19,228,191,ヘルバトラー,93.97437173910374,12.828895663811938
